Progress,Duration__in_seconds_,Q3,Q4,Q7,Q8,Q6,Q486,Q487,Q183,Q184,Q185,Q186,Q187,Q188,Q189,Q190,Q191,Q192,Q193,Q194,Q196,Q197,Q198,Q200,Q201,Q202,Q203,Q204,Q206,Q207,Q208,Q209,Q210,Q211,Q213,Q214,Q215,Q216,Q217,Q218,Q146,Q147,Q148,Q149,Q150,Q151,Q152,Q153,Q154,Q155,Q156,Q157,Q159,Q160,Q161,Q163,Q164,Q165,Q166,Q167,Q169,Q170,Q171,Q172,Q173,Q174,Q176,Q177,Q178,Q179,Q180,Q181,Q220,Q221,Q222,Q223,Q224,Q225,Q226,Q227,Q228,Q229,Q230,Q231,Q233,Q234,Q235,Q237,Q238,Q239,Q240,Q241,Q243,Q244,Q245,Q246,Q247,Q248,Q250,Q251,Q252,Q253,Q254,Q255,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q24,Q25,Q26,Q28,Q29,Q30,Q31,Q32,Q34,Q35,Q36,Q37,Q38,Q39,Q41,Q42,Q43,Q44,Q45,Q56,Q485,Q47_1,Q47_2,Q47_3,Q47_4,Q47_5,Q47_6,Q47_7,Q47_8,Q47_9,Q47_10,Q47_11,Q47_12,highest_experience,Q484_1,Q484_2,Q484_3,Q484_4,Q484_5,Q484_6,stigma_total,Q484_7,Q484_8,Q488,Q489,Q490,Q491,random_profile
100,654,1,1,2,1,19,1,4,9,8,7,8,7,8,8,7,8,9,7,6,7,8,8,7,9,9,8,8,9,7,9,9,7,9,3,3,20,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1, , , , ,1, , , , , , , ,4,3,3,4,4,3, ,3,1,Communication- but this depends on a case basis, , , ,1
100,456,1,1,2,1,21,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,7,10,9,9,7,9,9,7,7,9,8,7,9,9,9,6,6,10,9,8,8,7,8,8,8,1,1,18,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1, ,1,1, , , , , , , , , ,3,3,3,4,3,2, ,3,3, , , , ,3
100,396,1,1,2,1,21,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,7,8,9,8,8,9,8,7,7,8,8,7,9,9,8,8,9,8,8,8,8,8,8,8,9,2,2,19,4,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, ,1,1, , , , , , , , , ,4,4,4,4,4,4, ,3,2, , , , ,2
100,571,1,1,2,1,19,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,7,10,9,9,7,6,9,6,7,8,8,7,9,9,7,7,7,9,9,9,7,7,9,6,9,1,1,18,2,1, ,2,1, ,1, , , , , , , , , , ,4,3,3,4,4,2, ,2,1,Establishing intimacy and sharing jokes,"I think they’d want to try hard to be a good partner, and be good at listening","Being around my family at gatherings, I think I would be worried that people wouldn’t get along with him","I think you could definitely learn things from one another, and maybe change each other for her he better. Increased knowledge of autism may lead to a stronger relationship.",4
100,613,1,1,2,1,18,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,8,8,7,9,7,7,8,8,8,7,7,7,8,8,8,9,9,8,9,7,9,9,7,9,2,2,19,2,2, ,1,1, ,1, , , , , , , ,1, , ,4,4,3,4,4,3, ,2,2,They have no filter,Not much different from dating a non autistic person really,They have no filter,I’m not sure,4
100,632,1,1,2,1,18,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,7,8,8,9,7,9,9,7,8,9,6,7,8,7,7,7,8,9,7,9,9,7,8,2,2,18,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, ,1,1, , , , ,1, , , , ,4,3,3,4,4,2, ,1,1,It takes a lot of patience depending on the individual and they can sometimes be unemotional in some areas making the relationship hard as they may not understand your views on things,They can be kind and sweet if you take the time to understand and get to know them- highly misunderstood a lot of the time,Again the difficulties in different mindsets&emotions and how you deal with things individually (might not work when combined with yourself),Same as benefits of dating them,3
100,677,1,1,2,1, ,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,10,6,7,7,9,9,7,7,9,7,7,9,8,7,7,8,9,7,9,9,7,9,9,7,9,4,4,21,5,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1, ,1, , ,1, , ,1, ,1, , ,3,3,2,2,2,2, ,2,1,Difficulties with socializing,Fun and intelligent,Expressing emotions and not too sensitive,Loyal and caring,3
100,507,1,1,2,1,20,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,7,8,9,7,8,8,8,8,7,9,7,8,7,9,9,7,8,7,8,10,9,8,9,2,2,19,2,2,friendzoned,1,1, ,1,1, , , , , ,1,1, , ,3,3,3,3,3,2, ,1,1,May,May be hard if they are not as sociable- need good conversation in a relationship,Same as above,What you see is what you get,4
100,698,1,1,2,4,19,2,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,10,9,9,9,9,10,7,7,9,7,7,7,9,9,7,9,7,7,7,9,7,9,8,6,9,3,4,19,4,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , ,1, , , , , , , , , , ,3,4,4,4,3,3, ,2,2,"Trying to engage with them on a level that they are comfortable with, communication might require more effort than with non-autistic partner","A more open mind, exposure to the unordinary may make you less judge mental and overall a more compassionate person","Social stigma, perhaps",Showing everyone that this kind of love is possible and can work,2
100,741,1,1,2,1,24,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,9,8,8,9,8,9,8,8,8,8,8,8,7,7,7,8,8,7,7,9,7,9,9,7,9,3,3,20,3,2, ,1,1, ,1, , ,1, , ,1, ,1, , ,3,3,3,2,3,4, ,1,1,The commitment,More comprehension,More attention,I'm not sure there are benefits,4
100,724,1,1,2,1,19,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,9,9,7,9,7,7,8,7,7,9,9,9,7,7,7,7,8,8,9,10,6,9,9,7,9,2,2,19,3,2, ,1,1, , ,1, ,1, , ,1,1, , , ,4,4,3,4,4,3, ,2,1,"The difference in social interests, if there is a large disparity in terms of social skills they might not be compatible.","Often passionate about things that are important, and a lack of conformity to social norms might make them a more honest partner", , ,4
100,722,1,1,2,1,18,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,8,9,8,9,9,7,9,7,7,7,7,7,9,9,8,7,8,8,9,9,7,9,9,7,9,2,2,18,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1, ,1, , ,1, , ,1, , , , ,4,3,2,3,3,2, ,1,1,difficulties with attending social situations together,autistic people are often very intelligent,challenging social life,more understanding of the range of learning difficulties that people may have,3
100,722,1,1,2,1, ,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,10,6,6,9,9,8,6,9,10,6,6,9,6,6,6,8,7,6,8,10,6,10,10,6,10,2,2,18,5,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1, , , , , , , , , , ,4,4,2,3,3,1, ,3,1,Sexual aspect,"Honesty, friendliness, genuine personality",Fitting my social circle,"Honesty, friendliness, genuine personality",2
100,643,1,1,2,1,19,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,8,7,6,9,9,6,9,9,6,6,9,8,6,8,8,8,8,8,8,8,8,8,8,8,4,4,21,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, , , , ,1, , ,1,1, , , ,4,4,4,4,4,4, ,1,1,"i guess keeping up with them, as the autistic people i know have very sharp minds and specific interests - i wouldn’t want to hold them back or make them feel like they’re boring me so they stop talking about their interests",fun facts,"sensory overload, but it depends on the autistic person i guess. i’m not an expert but not every autistic person have the same challenges or characteristics","for some reason i feel like they’d be more trustworthy, but i don’t know why",2
100,747,1,1,2,1, ,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,8,8,9,9,7,8,8,8,7,9,7,7,7,7,7,7,8,9,8,9,9,8,8,3,2,19,3,3, ,1,1, ,1, , ,1, , ,1, , , , ,4,3,3,4,4,4, ,2,1,"Social situations, introductions to friends and family. Trying to communicate ideas/feelings they may find difficult to understand","May be more rational in certain situations, better at focusing on specific tasks. When comfortable with relatives/friends it may be easier to spend time with them","Multitasking can be overwhelming which would be challenging in dividing domestic labour, having children","May be better at handling certain domestic tasks, more trustworthy and honest about their relationships with others?",4
100,803,1,1,2,4,18,3,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,8,9,7,9,8,7,7,9,8,7,8,7,8,9,6,9,9,7,7,10,7,9,9,7,10,2,1,18,3,1,I have no intention of settling down any time soon, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1, , ,1, ,1, , ,1, , , , ,4,4,4,4,4,3, ,1,1,"Difficulty in communication, might have to be more direct and rely less on non-verbal cues. I would have to change my communication pattern. Possible brutal honesty. Might have difficulty understanding my emotions and maybe their own.",Honesty maybe? Direct communication from someone would be less ambiguous and easier.,"Stigma, family comments and attitudes.",Cheating and deceit might be less likely?,3
100,757,1,1,2,4,19,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,8,7,6,9,7,7,8,8,7,7,6,9,9,6,9,8,7,8,9,7,9,7,9,9,2,2,18,2,1,not my type but I'm sure he's nice,1,1, ,1,1, ,1, , ,1,1,1,1, ,4,4,4,4,4,4, ,1,1,"some people may be less aware of certain aspects of autism to be aware of, like sensory processing difficulties, for example",i'm not sure,"i can't think of any for me personally, perhaps if they are lower functioning then spending more time caring for them, which would not be a problem but may interfere with work or childcare",i don't know,4
100,807,1,1,2,1,20,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,8,7,7,9,8,9,9,6,7,7,8,7,9,9,8,9,9,8,9,9,8,9,9,8,8,2,2,18,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1, ,1, , ,1, , , , , , , ,4,4,3,4,3,3, ,1,1,"Possible difficulties in social situations, lack of spontaniety",May have in-depth knowledge about an interesting topic,Might struggle with intimacy,Interesting way of thinking,3
100,802,1,1,2,1,18,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,7,7,7,9,9,7,9,9,7,7,8,8,8,7,9,9,7,7,9,7,8,9,7,9,3,3,19,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, ,1,1, , , , , , , , , ,3,3,3,3,3,2, ,3,2,difficult to understand,honesty,difficult to understand,honesty,2
100,924,1,1,2,4,19,1,4,6,9,9,10,10,6,6,10,6,6,10,10,6,10,10,7,9,10,7,6,7,9,10,6,10,7,1,1,18,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1, ,1,1, ,1, , ,1,1,1, , ,4,4,4,4,4,4, ,2,1,"Depends on where the person is on the spectrum, obviously if they’re non-verbal that would be an issue because it’s important in a relationship to communicate. Moreover, you’d have to be more aware of the situation that you’re in as they may experience sensory overload in certain places which may be difficult to deal with.","Depends on the person, I don’t think inherently there are benefits to dating autistic people in particular just because they are autistic in the same way there aren’t any inherent benefits to dating a person with PTSD just because they have PTSD for example.",No issues specific to marriage other than that related to their symptoms (sensory overload),Benefits based on the individual not on their disorder,1
100,935,1,1,2,1,18,1,4,8,8,9,8,9,8,8,8,9,9,9,9,7,9,9,7,10,10,7,7,9,9,9,9,8,9,2,3,20,2,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, , , , , , ,1,1, ,1, , ,3,3,3,3,2,2, ,2,2,his behaviours,he would be kind,our children might be autistic,I dont know,1
100,784,1,1,2,1,20,3,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,8,10,7,9,7,6,10,8,7,7,9,7,8,9,8,8,8,7,7,9,8,8,8,8,8,2,1,18,3,3, ,1,1, ,1, , , , , , , , , , ,2,3,2,4,3,2, ,1,1,communication,possibly more caring,daily activities and communication,reduced likelihood of cheating,4
100,1000,1,1,2,1,18,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,6,9,9,9,8,9,10,7,7,9,9,6,9,8,9,7,7,8,7,8,9,9,8,7,7,1,1,18,1,1, ,3,1, ,1, , ,1, , ,1, , , , ,4,4,4,4,4,3, ,3,3,Miscommunication,Diversity,N/a,N/a,4
100,3424,1,1,2,4,19,2,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,7,7,7,9,9,7,9,9,7,7,7,8,9,6,9,9,7,7,10,7,9,9,7,9,2,1,19,1,1,I would like to see his hair., , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, ,1,1,1,1, , ,1, ,1, , ,4,4,4,4,4,4, ,2,1,Maybe emotional understanding/expression,They might be more honest and straight-forward,Issues with intimacy,They might be more honest and straight-forward,2
100,758,1,1,2,1,20,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,8,9,7,9,8,7,9,7,7,7,7,7,8,7,7,8,8,8,8,9,8,8,8,8,8,2,1,19,3,2, ,1,1, ,1, , , , , , ,1, , , ,3,3,2,3,2,2, ,1,1,Rate at which your relationship progresses,More open minded and honest,Reactions of family members, ,4
100,414,1,1,2,1,18,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,8,7,9,9,9,7,8,9,7,7,9,7,7,6,9,8,7,8,9,7,9,9,7,9,3,4,20,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1, ,1, , , , , , , , , , ,3,3,3,3,3,2, ,3,2, ,Intelligence,Communication,Trust,2
100,1834,1,1,2,1,20,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,8,7,8,8,8,7,7,7,8,6,6,9,9,6,9,9,6,6,8,7,7,7,7,8,2,2,18,2,2, ,1,1,1,1,1, ,1, ,1,1, ,1, , ,4,4,4,4,3,2, ,3,2, , , , ,4
100,429,1,1,2,4,19,1,4,9,9,9,9,8,8,9,7,9,9,7,7,7,9,9,9,8,8,8,8,9,8,9,9,8,8,2,2,18,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1, ,1,1, ,1, , ,1,1, ,1, ,4,3,3,4,4,4, ,2,1,Communication and empathy issues,Honesty,communication,None,1
100,42769,1,1,2,1,20,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,7,10,8,10,9,7,8,7,7,8,9,7,8,8,9,7,7,8,7,9,7,9,9,7,9,1,1,18,1,1, ,1,1, ,1,1, ,1, ,1, , , , , ,3,3,2,3,3,3, ,2,1,They might not communicate with me as well as I would wanr,They are still a perfectly functioning person,Communication barriers and stigmas,Can still be a beautiful person,4
36,279,1,1,2,4,20,1,4,6,7,6,6,8,8,8,6,6,8,8,8,9,6,6,6,10,9,8,8,9,8,8,8,8,9,1,2,18,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
37,581,1,1,2,1,23,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,10,8,7,7,8,9,8,9,8,7,8,9,7,7,6,10,10,7,7,10,6,10,10,6,10,3,3,21,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, ,1, , , , , , , ,1, , ,4,3,2,4,4,3, ,3,1,"Lack of sensitivity to my feelings, I’m very sensitive and I would worry that they would be unable to sympathise with me",Intelligent and honest,"Same as the challenges of dating them, empathy and ability read my feelings",Unlikely to be dishonest with how they are feeling and I’d imagine they’d be faithful / truthful if they haven’t been,2
36,247,1,1,2,1, ,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,7,7,9,10,6,9,9,7,7,9,9,7,7,8,8,7,7,9,7,9,9,7,9,2,2,18,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2
